x,y,category,title
-32.170418,-11.596028,general,President Trump's legal team plots next move following the North Korea summit
-31.504587,-12.148637,general,President Trump's astonishing words about the people of North Korea
-3.840024,-3.309995,entertainment,The dishonours list: The tainted honours system is in the dock again
1.4838903,0.7137314,entertainment,NASA rover falls silent as gigantic dust storm envelops Mars
3.342346,-1.4078593,entertainment,Sylvester Stallone probed by LA DA over sexual assault allegations
12.512445,15.790325,technology,Google may be working on a way to run Windows 10 on a Pixelbook
3.7088459,-28.002443,technology,Ring's home security system finally ships July 4th for $199
20.871656,10.215893,technology,‘Fortnite’ E3 tournament was a taste of its esports future
27.008839,-4.352279,entertainment,Kesha accused Dr. Luke of raping Katy Perry in text message to Lady Gaga
-5.777972,-37.504795,entertainment,Ewan McGregor to star in Stephen King's <em>The Shining</em> sequel <em>Doctor Sleep</em>
-10.842767,-5.3930693,entertainment,'Pops: Fatherhood in Pieces' author Michael Chabon keeps coming back to dads
-5.085497,-37.79018,entertainment,Sophia Bush details harassment allegations against <em>One Tree Hill</em> creator Mark Schwahn
-4.4956307,-36.05986,entertainment,"<em>Superfly</em> has sex, drugs, and violence… but not much more: EW review"
16.566404,-2.6493118,entertainment,Jamie Foxx calls allegation he slapped woman with his penis in 2002 ‘absurd’
14.229699,-3.2500398,entertainment,Selena Gomez's fans hit back after designer Stefano Gabbana calls her 'ugly'
-4.461387,-37.010414,entertainment,Mister Rogers' wife stopped by <em>Jimmy Fallon</em> to share the importance of the number 143
-4.34037,-36.231976,entertainment,Jeremy Irons is ferocious in an otherwise forgettable<em> Long Day's Journey Into Night</em>: EW review
-1.1254367,-9.937887,sports,"No hype, big results: The unsung hero on every team"
15.559829,12.254663,business,"Antarctica's Rate of Melting Ice Has Tripled in the Last Decade, Study Says"
1.9113277,-2.8853045,business,NASA's Mars 'Opportunity' Rover May Be Lost in Massive Dust Storm
-19.06066,2.3713849,business,"ZTE, Trump, and China: Here's What the Fuss Is All About"
0.89246386,19.456366,business,More Leaders Should Follow the Example of the CEOs of AT&T and Time Warner
-27.93546,12.050267,business,Comcast Offers $65 Billion for Fox in Bidding War With Disney
-2.577805,13.036751,business,IBM Has Invented a Machine-Learning Device To Help You Stay Fit During Long Meetings. It Wants a Patent.
13.387392,1.2024442,business,We Still Don’t Fully Understand Suicide. But We Do Know What Reduces It
-1.203108,29.356117,sports,Gudmundsson and Iceland out to anger Messi as they did Ronaldo
-10.861701,38.655075,sports,Morocco v Iran: Ziyech full of belief ahead of World Cup
-4.0790257,2.5190115,sports,Allegri claims he rejected Real Madrid ahead of Lopetegui's appointment
-9.5261135,36.81732,sports,Egypt v Uruguay: Salah fitness doubts cast shadow over Pharaohs' World Cup return
-3.6684449,2.8533595,sports,Pique summons spirit of Michigan '89 amid Spain's Lopetegui fiasco
-32.511467,-10.645004,general,"Analysis | ‘A great honor’: In a bid for history, Trump flatters North Korea’s totalitarian leader"
-12.192692,-6.131449,general,Pressure on Michael Cohen intensifies as Mueller stays focused on the Trump attorney
21.92726,-23.320545,general,Fed Raises Interest Rates and Signals 2 More Increases Are Coming
27.00987,-4.352301,general,Senate Aide Accused of Lying to F.B.I. Pleads Not Guilty
10.66259,-14.395145,general,First guilty plea in Penn State frat hazing death of Timothy Piazza
13.947542,-3.5371304,general,"Judge calls Lake Merritt’s #JoggerJoe a “threat to safety,” keeps bail high"
-27.321756,11.1523,technology,"Comcast, in 2nd Try, Offers $65 Billion Cash for 21st Century Fox"
-7.5365944,-22.597336,technology,"WeWork Is Raising Funds at $35 Billion Valuation, SoftBank Executive Says"
20.913094,3.365816,entertainment,E3 2018: From Software's Sekiro: Shadow's Die Twice's World Structure is Similar to Dark Souls 1 - IGN
18.585617,4.730742,entertainment,Stranger Things' Millie Bobby Brown Deletes Twitter Account After Homophobic Memes - IGN
19.713211,3.4336727,entertainment,Best of E3 2018 Awards - Nominees List - IGN
6.8876038,-20.87891,general,Grenfell Tower: Hundreds of council-owned homes empty as scores of families remain stuck in hotels
6.714705,-20.74062,general,"Grenfell fire: The school providing sanctuary to survivors, ‘I don’t have a home, so I come here’"
6.491095,-20.68995,general,There is no reason to think anything else bad will come of the Grenfell tragedy. What should worry us is too little will be learned
7.915656,-18.705395,general,"Grenfell tower survivors still searching for a home one year on: 'I don't want a castle, I don't want a penthouse'"
5.807414,-21.83252,general,"Grenfell victims were subject to 'social apartheid' in north Kensington, Labour’s Diane Abbott says"
-10.26025,36.630512,general,Love Island's Megan gets ready for the World Cup by spectacularly letting down the nation
-4.6937203,-10.79701,general,Battle for Hodeidah: Why is the Yemeni city so important and what will the fighting mean for civilians?
-9.034023,16.014957,entertainment,This Olive Garden commercial script introducing lasagna wings is just too good
-15.377875,8.018457,entertainment,'Ghost of Tsushima' director: 'This is not a simple war story'
15.905895,-16.942213,entertainment,What to Do About the Space Junk Crisis We Created
10.335038,6.4015274,entertainment,Snag the Striker Spy Drone for just $60 during this sale
10.335099,6.4017158,entertainment,Score this handy tablet stand on sale for less than $40
19.985186,9.310644,entertainment,"E3 means huge gaming deals on Nintendo, Sony, Xbox, PS4, and more"
3.9274023,0.56603384,entertainment,What is visualization and why it may be the coolest thing in Hollywood
-4.8649664,20.041235,general,"Bunch of idiots destroy 320,000,000 years of history in a few stupid seconds"
6.880542,13.636926,general,What it's like to be a carer for my fiance in our 20s
7.4038715,-21.163858,general,Tube driver stops train to wave green banner above Grenfell vigil
33.24324,-13.073986,general,Six Labour MPs quit in blow to Jeremy Corbyn over Brexit vote
-2.6831846,-19.839903,general,Bitcoin collapses as academic says price was artificially inflated during boom
27.906176,1.010362,general,Man had foot amputated then served it to friends for dinner
-0.2513334,-15.079259,general,Pictured: British tourist and boyfriend who fell off 90ft wall taking selfie
-31.433422,-10.05869,general,Paranoid North Korea swab pen given to Kim Jong-un to sign historic US agreement
27.906202,1.0103871,general,Man slips and pierces his face with a pan after drunken kitchen stumble
8.260901,-19.44696,general,Theresa May regrets Grenfell response. Why did it take a year to show humanity?
10.662591,-14.395145,general,Killers chopped cheating husband's fingers off as they hacked him to death
32.190853,-13.355155,general,Full list of 90 Labour MPs rebelling over Brexit - search to see how yours voted
0.588862,0.4384133,general,Rihanna flashes whole boob in awkward wardrobe malfunction at Ocean's 8 premiere
0.92961395,2.8132355,general,Georgia gets intimate with Josh hours after Niall shockingly quits Love Island
6.6709237,-2.190643,general,Einstein's 'shocking racism' revealed as his private diaries are published
6.195131,-13.059256,general,Brit drug smuggler lived £75k-a-week high life and boasted he was 'f***ing nuts'
8.06681,-19.82951,general,Grenfell Tower lit up green to mark one year since tragedy that killed 72
4.2547035,-1.5407246,general,Mum gave birth to 'most perfect gift' after womb donation from sister
11.304692,1.2431996,general,Three bodies found below Beachy Head cliff while police search for fourth person
5.015557,-1.9881123,entertainment,Are Riverdale And Jane The Virgin Secretly The Same Show?
8.47043,-1.9324121,entertainment,8 Songs That Reveal 5 Seconds Of Summer's Path From Pop-Punk To Pure Pop
4.6510015,-0.20067362,entertainment,"Lil Pump, Trippie Redd, Smokepurpp, And More Are XXL's Freshman Clout Class"
3.5829856,2.8022475,entertainment,"Finn Wolfhard, Vanessa Hudgens, Nina Dobrev Are Surrounded By Pups In Dog Days Trailer"
19.301594,-13.667434,entertainment,Troye Sivan And Ariana Grande Are A Great Team On Wiggly New 'Dance To This'
5.1047807,1.4851166,entertainment,Kendall Jenner Spotted Snogging Gigi and Bella Hadid's Bro Anwar Hadid
27.009825,-4.352301,entertainment,Kendall Jenner Has Been Accused Of Photoshopping Her Abs On Instagram
0.98797625,-18.003124,entertainment,Ariana Grande And Pete Davidson Are Already Joking About Making Babies
3.498315,6.3483853,entertainment,Charlotte Crosby's Wild Night Out Looks Epic Until Relentless Paparazzi Completely Ruin It
10.2619505,9.204932,science,Watch a 3D-printed magnetic critter fold and move all by itself
-14.474553,17.828745,science,Why tidal power won’t solve the world’s renewable energy needs
8.771116,0.041412055,science,How can you tell if a video is a deepfake? Just look at the eyes
14.524366,11.930859,science,Alarm as ice loss from Antarctica triples in the past five years
-1.9254814,11.257537,science,The US wants to build an X-ray bomb to destroy chemical weapons
-16.068993,6.2182636,general,Former Trump adviser Roger Stone is ready for civil war
-5.6218143,-1.6056774,general,"Chemical weapons were very likely used in hospital attack in Syria, watchdog reveals"
15.057393,12.558597,general,Antarctica has lost nearly 3 trillion tonnes of ice since 1992
-4.8514204,-22.178343,general,"Did a U.S. military vehicle kill a boy in Lithuania? It's all ""fake news,"" defense minister says"
-31.359495,-10.487736,general,Will North Korea really denuclerize? Trump may have given Kim Jong Un too much for too little
-8.564879,4.9311404,general,The raccoon who took social media by storm for climbing a skyscraper has been safely captured
-9.426652,0.27732414,general,Iran published a 47-page report criticizing Washington's human rights record
19.50022,-12.574247,general,"Too much or too little sleep linked to heart disease, stroke and diabetes in new study"
-8.028475,38.895046,general,Missing the World Cup Is Like Detention for the United States
-17.458815,-2.2928112,general,Trump’s Summit Spectacle Was Just Momentary Distraction From His Bigger Problems
10.302025,7.616211,general,If You’re at a Loss: Get Your Dad This Watch That’s on Sale for 25 Bucks
3.4958208,-6.3924646,general,The Cheapest Gifts From the Most Expensive Brands That’ll Arrive by Father’s Day
-1.8004688,2.5737553,general,Do Marriages Last Longer If the Couple Dated for Longer First?
-6.5616045,-4.387479,general,6 Women on How They’ve Been Treated at Work After Having Kids
5.0223374,5.2206807,general,‘Someone Is Saying Bad Things About Me and I’m Losing Sleep Over It!’
-0.4847169,1.7561048,sports,Bengals unsure if Eifert (back) will be ready for camp
18.63783,3.049466,entertainment,Skull & Bones’ 2019 release date is the best thing to happen to it
8.188823,0.978809,entertainment,Sekiro: Shadows Die Twice is definitely not a Dark Souls game
14.118563,16.613003,entertainment,Mario Tennis Aces is getting more characters — and a new way to unlock them
-0.44721586,-0.18423659,entertainment,Sea of Thieves’ patch v.1.12 adds Skeleton Thrones event and more
-8.978917,10.062895,entertainment,"Netflix & Telltale Games to deliver Minecraft, Stranger Things projects"
19.930897,-4.9387226,entertainment,Black Ops 4 DLC to be sold exclusively in season pass
1.8150059,0.11644992,entertainment,The Last of Us Part 2 will have multiplayer (of some sort)
-27.358217,11.816894,technology,Disney and Comcast are willing to divest 21st Century Fox’s RSNs
0.91266376,19.068531,technology,AT&T can buy Time Warner. Let the media megamergers begin! Recode Daily
-4.1759205,-0.15371838,technology,The home-flipping startup Opendoor requires a lot of money. It now has $325 million more. And SoftBank could come next.
13.833306,5.777995,technology,How “Bullying” Amazon Killed a Seattle Tax Meant to Help the Homeless
11.341582,-9.0088825,technology,Twitter stock is at a three-year high. What is going on?
10.206041,9.32471,technology,Code Conference: Watch all of Recode’s interviews from Code 2018
1.8350759,8.576208,technology,Author of ‘Live Work Work Work Die’ Corey Pein on Recode Decode: transcript
-16.933111,0.056441642,general,"Fox News mocked for praising Trump's Kim Jong Un meeting after slamming Obama for ""dictator"" talks"
2.408432,-0.20114198,general,Tá pensando que é so no BR que tem malaquias?
30.115522,1.66747,general,Jogger who trashed homeless man's things charged with robbery in new dispute
-2.5495114,6.5972195,general,EA and Activision are too scared to add swastikas while Bethesda here doesn't give a fuck. • r/gaming
19.366388,-12.801155,general,I was laid off last week and my dog walker offered to continue giving walks for free while I look for a new job • r/HumansBeingBros
13.046346,15.905618,general,"LPT: If you're buying a home printer for occasional use, get a laser printer; they're more expensive up front but way more economical in the long run. • r/LifeProTips"
-26.793848,11.186981,general,Comcast offers $65 billion to lure Fox from Disney bid
-33.130116,-10.710152,general,Exclusive: Half of Americans back Trump's handling of North Korea - Reuters/Ipsos poll
-30.050175,-8.264264,general,"Trump says summit removed North Korean nuclear threat, but Democrats doubtful"
1.1696508,-0.60236067,general,Witness no-show as Reuters reporters mark six months in Myanmar detention
6.7324657,22.79926,general,Los Angeles prosecutors reviewing sexual assault case against Sylvester Stallone
5.0304394,8.690003,sports,Tony Bellew opens door to Tyson Fury fight after Gypsy King's winning comeback - 'Let's make it happen'
-4.651213,-11.81206,sports,DONE DEAL: Patrick Vieira appointed Nice manager after leaving New York City FC
-11.600558,35.770245,sports,"Belgium 4-1 Costa Rica: Lukaku stars in Red Devils' final pre-World Cup win, but Eden Hazard limps off"
-6.2152696,-11.053773,sports,Leeds United next manager odds: Claudio Ranieri and Marcelo Bielsa favourites ahead of Sam Allardyce and Mick McCarthy
1.4759433,5.946914,sports,Soccer Aid 2018: Best moments and pictures from England XI v World XI charity match at Old Trafford
-5.1552763,-11.154882,sports,Manchester City manager Pep Guardiola hits back at Yaya Toure’s racism accusation
0.6647715,1.8246561,sports,Nabil Fekir had already chosen Liverpool shirt number before Anfield transfer collapsed
-9.085964,32.45502,sports,Former world heavyweight champion Tyson Fury beats Sefer Seferi in comeback fight
-6.676051,-19.649818,sports,"Manchester United star Paul Pogba ‘can’t be trusted as a central midfielder’, says Graeme Souness"
8.929764,-30.067276,technology,Apple confirms that it will seal up law enforcement's favorite iPhone cracking method
2.1870067,-3.705807,technology,This AR guppy feeds on the spectrum of human emotion
-26.883036,12.148805,technology,"Comcast bids $65B for Fox assets, setting the stage for a fight with Disney"
3.5161746,-27.922112,technology,Democrats introduce an election security bill that proposes paper trails and mandatory audits
7.2522755,4.707766,technology,Chowbotics raises $11 million to move its robot beyond salads
-5.7924266,9.3040085,technology,"Netflix is adding an interactive ‘Minecraft’ story to its lineup, denies entry into gaming"
6.084618,7.7718606,technology,Uber brings on Facebook product director to lead driver product
5.6220493,-0.31303054,technology,Ashton Kutcher and Effie Epstein to talk Sound Ventures at TC Disrupt SF
7.716244,12.067309,technology,Here's what having the biggest game of the year looks like at E3
-8.980411,10.063414,technology,"Netflix to add games to its service, including Stranger Things and Minecraft"
3.074986,-10.293869,technology,E3 2018: all the latest news and rumors from this year's big gaming show
-9.464332,10.507667,technology,Exclusive: Telltale Games to produce a new series based on Stranger Things
2.3748343,-11.100984,technology,"Samsung Galaxy Note 9 release date, price, news and leaks"
-10.352533,9.148289,technology,5 most exciting games Nintendo showed off at E3 2018
-13.916517,37.684753,business,Russia prepares to welcome 1m visitors for the World Cup
-16.80119,-0.31955063,business,Donald Trump and Kim Jong Un sign the blandest of agreements
6.715735,-12.899047,business,The link between cultural participation and well-being in later life
4.5003977,8.665323,business,Italy’s Matteo Salvini refuses to let a boat full of migrants land
-0.18469699,-2.7280397,business,Faith and higher education can intersect in many different ways
-14.571249,17.502562,general,Brian Burston quits One Nation – and Hanson loses Senate balance of power
-3.1339228,13.949682,general,Huawei denies being locked out of bidding to help build 5G network
-32.321796,-9.765019,general,Mike Pompeo loses temper when asked about North Korean disarmament
29.782864,-0.064230725,general,Man charged with murder of woman found on Melbourne soccer field
32.799515,-13.12825,general,Jeremy Corbyn hit by revolt as dozens defy whip in Brexit vote
3.5161643,-27.922127,general,Security row over EU Galileo satellite project as Britain is shut out
-10.9502535,32.73168,general,"Don't have sex with men from 'different race' during World Cup, warns Russian politician"
5.85196,-11.275898,general,'It’s like coming back to life': Italian MP reveals her face to public for first time
-9.356186,0.12054711,general,Indian chess champion quits competition in Iran over headscarf rule
-2.6373186,-1.752655,general,Our government doesn’t discriminate on basis of religion: Rajnath Singh
5.7271996,-4.77758,general,4 BSF personnel killed in Pakistan Rangers firing in Samba
-11.609881,-6.407403,general,Michael Cohen's Lawyers Expected To Stop Representing Him In FBI Probe: Reports
-9.695182,4.407513,general,Breastfeeding Mother Says Officials Took Her Baby At Immigrant Detention Center
-25.730667,-1.8681067,general,Doubtful But Possible: Republicans Believe Immigration Gamble Could Pay Off
-14.549227,-0.4642771,general,Donald Trump's Takeover Of The Republican Party Is Now Complete
21.409138,-13.792571,general,Bleak New Figures Show Just How Unaffordable Rent Is In Every U.S. State
-5.2374306,19.37287,entertainment,​This Is Why The Incredibles 2 Took 14 Years To Finish
17.071514,-2.6482995,entertainment,Woman Catches Ghostly Figure On Camera While Filming Her Son
19.177488,22.868391,entertainment,​What To Expect From The Open World Of Cyberpunk 2077
20.482418,-12.227596,entertainment,Xbox Plan Exclusives With 5 New Studios Including Rumoured Fable 4
3.8386102,-2.1020339,entertainment,Dwayne Johnson Shares Adorable Photo Of Himself Feeding Partner While She Feeds Baby
-8.87375,4.726169,entertainment,Mum Who Took Illegal Cannabis Oil To Battle Terminal Cancer Given The All-Clear
-33.279568,-11.889121,general,Trump Team Sees ‘Major Disarmament’ of North Korea in 2.5 Years
17.157166,-12.920066,general,Republicans Absorb New Lesson: Cross President Trump at Their Peril
22.278557,-21.550034,general,The Message of the June Fed Meeting: There’s a New Chairman in Charge
17.122301,-16.130583,general,Fears of New Humanitarian Crisis in Yemen After Attack on Port
1.7373283,-15.087291,technology,"Market manipulation was key factor in Bitcoin’s bull run, researchers say"
8.489746,-30.533876,technology,Apple patched a USB vulnerability to keep hackers (or police) out of your iPhone
-4.896857,5.122826,technology,"Review: The KnewKey Rymek is a gorgeous, retro-inspired mechanical keyboard"
28.822758,3.444452,technology,Man wins right to sue Google over search results he claims are defamatory
2.8004782,-2.7039993,technology,Market trends show why diversifying your portfolio in cryptocurrencies is difficult
4.2737823,2.0738864,technology,Intel will take on Nvidia and AMD with dedicated GPUs of its own starting in 2020
-8.207483,9.670019,technology,Report: Netflix and Telltale Games are working on a game streaming service
10.576008,14.944209,technology,Google's AI brings better offline translations to Android and iOS
2.6342943,1.7676101,sports,'Canelo' Alvarez And Gennady Golovkin To Rematch On September 15th
-7.372051,35.069897,sports,Watch: Antoine Griezmann Does Not Feature In Atletico Madrid's World Cup Video
2.9132605,1.1412063,sports,Jamie Carragher Turns Up At Liverpool Fan's Wedding After Instagram Invite
29.03307,1.2934389,sports,Pep Guardiola Will Turn To Secondary Target If Jorginho Deal Collapses For Man City
-8.027991,39.026077,sports,Iran's World Cup Squad Looks Like A Bunch Of Models Than Footballers
-9.324592,36.560448,sports,Nigeria’s Travel Outfits For The World Cup Might Just Be The Coolest Thing Ever
0.79378116,5.6248503,sports,Deontay Wilder Accepts Terms To Fight Anthony Joshua In The UK
13.558377,-8.318477,sports,The Moment 11-Year-Old Harry Kane Met David Beckham With Schoolgirl Who Would Become His Fiancee
30.394274,15.679612,general,"'Nirav Modi flees to Brussels, believed to be travelling on Singapore passport' - Times of India"
29.706009,15.381581,general,Fuel efficiency norms to be tightened as govt seeks to push automakers to make more electric vehicles - Times of India
29.868048,15.013626,general,Asst Commandant among 4 BSF men killed in Pak firing - Times of India
30.553898,15.311742,general,"Deserter 'NRI husbands' may soon lose assets, passports - Times of India"
29.939713,15.695462,general,Dalit groups plan Bharat bandh over lateral entry - Times of India
6.5241027,10.779669,technology,Inside Amazon’s $3.5 million competition to make Alexa chat like a human
9.602386,-30.23495,technology,Apple finally has the right attitude about notifications in iOS 12
-27.657393,11.131784,technology,Comcast makes $65 billion offer to steal 21st Century Fox away from Disney
1.6636659,1.4820392,technology,"Cyberpunk 2077 is part RPG, part shooter, part GTA-style mayhem"
21.161081,-14.040368,technology,The new academy makeup may improve Hereditary and A Quiet Place’s Oscar chances
21.76636,10.346331,technology,Fortnite on Switch makes Sony’s cross-play policy look even more stupid
1.6365968,-14.071941,technology,"Bitcoin’s rise might be linked to price manipulation, study indicates"
0.8906057,19.470558,business,AT&T Beat the Government Over Time Warner—Now Comes the Hard Part
-4.3591595,-7.300272,business,White House Seeks to Block Senate Bid to Kill ZTE Deal
21.958866,-23.050617,business,"Fed Raises Interest Rates, Sets Stage for Two More Increases in 2018"
-12.396461,-6.5679564,business,"Attorneys for Michael Cohen, Trump’s Lawyer, Are Quitting His Case"
-32.2607,-10.450066,business,U.S. Seeks ‘Major Disarmament’ of North Korea During Trump’s Term
10.272765,-30.973793,business,Apple Tests Feature That Could Hamper Investigators’ Access to iPhones
2.838002,-0.99144924,business,"LBO Volume Surges as KKR, Others Put $1 Trillion Cash Pile to Work"
-33.4367,-9.840977,general,North Korea’s dispersed and hidden weapons complex highlights the challenge of denuclearization
-31.451984,-9.017456,general,Trump says North Korea ‘no longer’ a nuclear threat as he returns to Washington
-10.1362505,34.73255,general,Perspective | The World Cup will show us soccer is more than just thrilling. It’s art.
9.425747,-3.2229161,general,"Scanning immigrants’ old fingerprints, U.S. threatens to strip thousands of citizenship"
-28.228264,11.577369,general,"Comcast makes $65 billion offer for 21st Century Fox, setting up bidding war with Walt Disney"
7.99582,-30.766636,general,Apple is making it harder for police to collect evidence from iPhones of suspected criminals
15.028038,12.528647,general,"Antarctica's Ice Is Melting Even Faster, and Scientists Are Deeply Worried"
-33.55527,-8.502043,general,Mike Pompeo Says U.S. Will Resume War Games With South Korea If North Korea Stops Acting in Good Faith
-10.888558,35.005856,general,"The U.S., Canada and Mexico Just Won a Joint Bid to Host the 2026 World Cup"
6.4620037,-7.717471,general,Vanilla Is Nearly as Expensive as Silver. That Spells Trouble for Madagascar
-2.766551,14.596284,general,South Carolina Elections Show Trump Can Hurt. But Can He Still Help?
-7.825719,-20.428333,general,"Sarin and Chlorine 'Very Likely' Used in Syria in March 2017, Watchdog Says"
-16.998243,39.468597,general,Cheryshev's scintillating brace lights up Russia's Cup opener Saudi mauling
-14.644559,30.98228,general,"Robbie's middle finger, Putin and shonky acoustics: Opening ceremony unveils World Cup"
20.505419,-5.5089464,general,'Fireworks' on show as supermassive black hole rips star apart
-9.867876,36.923637,general,"Whatever your sport of choice, the World Cup is above the code wars"
2.2585635,-2.19193,general,Consumers more annoyed with their energy company than their bank
10.57573,14.944091,general,Who needs humans? Google's DeepMind algorithm can teach itself to see
-9.811044,33.3893,general,He's a superstar of the science world but no-one knows his name
3.2896526,-0.55892617,general,Palestinian teen shot by Israeli soldier: 'My leg is gone'
2.4277651,-10.993389,general,Will spike in fake news have an impact on elections in Turkey?
1.7184933,-0.5678174,technology,Dealmaster: Get a 15-inch Dell laptop with an 8th-gen Core i7 for $580
19.342625,22.341461,technology,"Windows 10 April 2018 Update now open to all, thanks to machine learning"
20.692648,-11.603939,technology,Verizon’s new $95 unlimited plan offers at least 75GB of high-speed data
